the_geom,OBJECTID,BusinessName,Address,Suite,City,State,Zip,PhoneNumber,BusinessType,OwnerName,LocationX,LocationY
POINT (-90.016629548395 29.921953063197),1155424,POPEYES FAMOUS FRIED CHICKEN  #2079,3825 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,9053396010,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),AMERICA'S FAVORITE CHICK,3697930.83344,519504.331767
POINT (-90.115976727001 29.960561848224),1155796,YE OLDE COLLEGE INN,3000 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"YE OLDE MEMORIES,LLC",3666312.44813,533195.966916
POINT (-90.07668331106 29.976411053257),1154763,CAJUN KING SEAFOOD,2514 BAYOU RD,,NEW ORLEANS,LA,70116,504-945-1515,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BAYOU NOLA LLC,3678691.0507,539093.65281
POINT (-90.059822091326 29.960202795043),1154768,CANE & TABLE,1113 DECATUR ST,,NEW ORLEANS,LA,70116,504-581-1112,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FOR THE PEOPLE, LLC",3684094.60681,533258.66362
POINT (-90.103341144764 30.004675192452),1155708,THREE B'S CRAFT BURGER & WINE BAR,911 HARRISON AVE,,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THREE B'S RESTAURANT LLC,3670141.17114,549280.044435
POINT (-90.063697261679 29.955963880686),1155314,NEW ORLEANS HAMBURGER & SEAFOOD CO.,541 DECATUR ST,,NEW ORLEANS,LA,70130,504-837-3382,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NOHSC DECATUR #1 LLC,3682884.65788,531703.621763
POINT (-90.103508938826 29.920538277182),1155453,RAW REPUBLIC,4528 MAGAZINE ST,,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"BLEND, LLC",3670416.44308,518684.060727
POINT (-90.072060088591 29.952206357012),1155533,SINGHA THAI CAFE,828 GRAVIER ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SINGHA LLC,3680251.58978,530308.002306
POINT (-90.117772119432 29.962392186959),1154658,BARROW'S CATFISH,8300 EARHART BLVD,STE. # 103,NEW ORLEANS,LA,70118,(504)881-6306,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BARROW'S CATFISH LLC,3665736.89562,533855.513669
POINT (-90.080321193148 29.973221693146),1155613,SWEET SOULFOOD,1016 N BROAD ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SWEET SOULFOOD,INC",3677552.02414,537921.267145
POINT (-90.076989294557 29.951922709288),1154610,ALBERTOS CHEESE AND WINE BISTRO,1100 N PETERS ST,11,NEW ORLEANS,LA,70130,504-905-6935,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ALBERTOS TAPAS LLC,3678691.8167,530187.70942
POINT (-90.113313916052 29.946797134461),1155372,PAPA JOHN'S #622,3117 CALHOUN ST,,NEW ORLEANS,LA,70125,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"PJ OPS LOUISIANA,LLC",3667208.89204,528199.557952
POINT (-90.056651250361 29.973193122212),1155251,MELBAS OLD SCHOOL POBOYS,1525 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ABPBS LLC,3685045.98549,537993.599241
POINT (-90.057863419256 29.963443391344),1155001,FRENCHMAN PRALINE,542 FRENCHMEN ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FRENCHMAN PRALINE, LLC.",3684701.68066,534443.961733
POINT (-90.108498233249 30.005022626404),1155727,TUTTI FRUTTI FROZEN YOGURT,6300 CANAL BLVD,STE C,NEW ORLEANS,LA,70124,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CRISHELLE LONG,3668507.6082,549388.901651
POINT (-90.048903713511 29.952004463409),1155639,THE APPETITE REPAIR SHOP,400 VALLETTE ST,,NEW ORLEANS,LA,70114,504-430-7182,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),ICONOCOOK LLC,3687585.20246,530316.042434
POINT (-90.067023262146 29.954850206993),1155039,GREEN GODDESS RESTAURANT,307 EXCHANGE PL,,NEW ORLEANS,LA,70130,858-442-3368,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SPOON BILL KITCHENS LLC,3681835.94805,531286.99437
POINT (-90.075208449679 29.954991265515),1155577,SUBWAY,1227 TULANE AVE,,NEW ORLEANS,LA,70111-2,504-343-6950,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ALIE CORP,3679243.49672,531309.737538
POINT (-90.084005273822 29.925500261405),1155171,LEMONSHARK POKE,2901 MAGAZINE ST,,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),AMAR ROSSIE LLC,3676574.85787,520555.250744
POINT (-90.134167597312 29.945106761984),1154656,BARCELONA  TAPAS,720 DUBLIN ST,,NEW ORLEANS,LA,70118-1022,504-861-4227,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CAFE VOLAGE, INC",3660611.31821,527515.158911
POINT (-90.076989294557 29.951922709288),1155492,ROULER CYCLING,601 BARONNE STE C1,,NEW ORLEANS,LA,70113,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),ROULER CYCLING LLC,3678691.8167,530187.70942
POINT (-90.068009683522 29.956770054076),1154709,BROUSSARD'S RESTAURANT,819 CONTI ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BROUSSARD'S RESTAURANT LLC,3681515.88271,531981.671043
POINT (-90.072187980123 29.950827784447),1154738,CAFE BON AMI,822 PERDIDO ST,STE #E,NEW ORLEANS,LA,70112,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"CAFE BON AMI,LLC",3680216.60872,529806.256705
POINT (-90.076989294557 29.951922709288),1155439,RAISING CANE'S #168,1406 SAINT CHARLES AVE,,NEW ORLEANS,LA,70130,972-769-3100,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RAISING CANE'S #168,3678691.8167,530187.70942
POINT (-90.042495162827 30.002817405972),1154830,CHURCH'S CHICKEN,4030 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,770-350-3825,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CHURCH'S CHICKEN,3689406.40374,548816.314643
POINT (-90.059073248755 29.964471218894),1155496,ROYAL SUSHI & BAR,1913 ROYAL ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"HAIKU NOLA, LLC",3684314.45813,534813.455942
POINT (-90.02629031569 29.926541634638),1154681,BIG MOUTH POBOYS,3301 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"N'AWLINS ENTERTAINMENT OF LOUISIANA,INC",3694851.66762,521137.855737
POINT (-90.064068682003 29.960296644994),1154844,CLOVER GRILL,900 BOURBON ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"WOOD, THOMAS G",3682749.594,533277.8713
POINT (-90.072866114206 29.951392677791),1155355,P & G RESTAURANT,345 BARONNE ST,,NEW ORLEANS,LA,70112,504-525-9678,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"PETROS & GUS, INC       BILALIS, PETROS",3679999.60495,530009.309953
POINT (-90.035568476018 30.004386047198),1155752,WAFFLE HOUSE 1911,4601 OLD GENTILLY RD,,NEW ORLEANS,LA,70126,504-947-3971,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"WAFFLE HOUSE, INC",3691592.25814,549411.495955
POINT (-90.068459565509 29.952451187846),1155112,JIMMY JOHN'S SANDWICHES,600 CANAL ST,SUITE 102,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BLUE BOILER CATS IX, LLC",3681390.76431,530409.599746
POINT (-90.129811376434 29.941936461142),1154789,CHAIS DELACHAISE,7708 MAPLE ST,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),EVAN HAYES,3662002.99271,526376.779902
POINT (-90.091132763349 30.023300236634),1155642,THE BIRDS NEST CAFE LLC,6508 SPANISH FORT BLVD,,NEW ORLEANS,LA,70124,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),THE BIRDS NEST CAFE LLC,3673931.68251,556094.551834
POINT (-90.050709488621 29.963563176742),1154652,BAO & NOODLE,2700 CHARTRES ST,,NEW ORLEANS,LA,70117,504-272-0004,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),B&N RESTAURANT LLC,3686966.32866,534512.804933
POINT (-90.088054446905 29.962006382558),1154608,AGAVE HOUSE,2549 BANKS ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"AGAVE HOUSE, LLC.",3675148.01403,533816.262341
POINT (-90.076989294557 29.951922709288),1155742,VIEUX CARRE WINGS,729 SAINT LOUIS ST,,NEW ORLEANS,LA,70130,504-522-2333,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NILE RIVER LLC,3678691.8167,530187.70942
POINT (-90.059131954159 29.96534445174),1155070,HORNS EATERY,1940 DAUPHINE ST,,NEW ORLEANS,LA,70116,504-943-1460,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"JAKAL MANAGEMENT, INC",3684292.33916,535130.78855
POINT (-90.052537186097 29.969128798509),1155449,RALLY'S HAMBURGERS #417,2371 ST CLAUDE AVE,,NEW ORLEANS,LA,70117-8352,727-519-2113,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CHECKERS DRIVE IN REST I,3686365.00681,536530.196167
POINT (-90.11144328261 30.020376162163),1154688,BLUE FIN POKE,143 ROBERT E LEE BLVD,,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BLUE FIN POKE LLC,3667515.96903,554962.130456
POINT (-90.063233957185 29.956002452179),1155575,SUB 4 U AND ICE CREAM,600 DECATUR ST,211,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),JAX EATS AND TREATS LLC,3683031.20853,531719.273731
POINT (-90.101991296517 29.940685813136),1154970,FAMBIZZ,4235 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"FAMBIZZ,LLC",3670818.44961,526015.608318
POINT (-90.086036455249 29.924082042831),1155690,THE RUM HOUSE,3128 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-941-7560,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),B & P RESTAURANT GROUP LLC,3675937.09582,520032.526264
POINT (-90.04350672299 29.964173992841),1155364,PALOMA CAFE,800 LOUISA ST,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HENRI AND COMPANY LLC,3689244.42243,534760.519622
POINT (-90.074571735394 29.957244007262),1155763,WE DAT'S CHICKEN & SHRIMP,1407 CANAL ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"WE DAT'S ""NEW ORLEANS OWN"" CHICKEN & SHRIMP,LLC",3679436.11688,532131.131907
POINT (-90.071182335662 29.94993606098),1155540,SMOOTHIE KING,701 POYDRAS ST,STE,NEW ORLEANS,LA,70139,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"TRS SALES, LLC",3680538.63643,529485.499841
POINT (-90.064887965337 29.945617374906),1155341,OMNI RIVERFRONT HOTEL,701 CONVENTION CENTER BLVD,,NEW ORLEANS,LA,70130,504-681-1001,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RIVERFRONT LODGING, LLC",3682549.2685,527937.079423
POINT (-90.067593396111 29.961182517382),1155460,RED TRUCK CLUB HOUSE,740 N RAMPART ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BYWATER BREWING LLC,3681629.9757,533587.661509
POINT (-90.023958117743 30.023534865758),1155370,PAPA JOHN'S,7100 DOWNMAN RD,,NEW ORLEANS,LA,70126,504-228-4420,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),LMT SERVICES LLC,3695187.33584,556416.545882
POINT (-90.11982108435 29.948843106848),1155196,LUCA EATS,7329 COHN ST,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LOWERCOHN, LLC",3665140.30439,528921.668992
POINT (-90.076989294557 29.951922709288),1155657,THE HALAL GUYS,301 ST. CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TMJ HG LLC,3678691.8167,530187.70942
POINT (-89.982184534371 30.02939555155),1155437,RAIN CAFE LOUNGE,9301 LAKE FOREST BLVD,STE 100,NEW ORLEANS,LA,70127,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BARRE ENTERTAINMENT,LLC",3708380.86315,558701.173596
POINT (-90.066588764406 29.952698491963),1154862,COTERIE RESTAURANT,135 DECATUR ST,,NEW ORLEANS,LA,70130,504-529-8600,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JRKW ENTERPRISES LLC,3681982.18421,530506.07277
POINT (-90.066262057234 29.944508063638),1154868,COURTYARD BY MARRIOTT,300 JULIA ST,,NEW ORLEANS,LA,70130,504-522-1300,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),COURTYARD MANAGEMENT COR,3682118.57461,527528.878975
POINT (-90.052648385377 29.946975923921),1155531,SHUCKS ON TECHE,825 TECHE ST,,NEW ORLEANS,LA,70114,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SHUCKS ON TECHE, LLC",3686419.83612,528474.211712
POINT (-90.074174813568 29.944651493481),1155013,G'S PIZZA CBD,833 HOWARD AVE,,NEW ORLEANS,LA,70113,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"G'S PIZZA CBD,LLC",3679612.12091,527553.411775
POINT (-90.068887454719 29.952715166542),1155605,SUNSTONE CANAL LLC,614 CANAL ST,,NEW ORLEANS,LA,70130,949-330-4000,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SUNSTONE HOTEL TRS, INC",3681254.20789,530504.096514
POINT (-90.072315061148 29.947904333993),1154601,ACE HOTEL,630 CARONDELET ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ACE GROUP NEW ORLEANS LLC,3680188.06543,528742.740096
POINT (-90.06768717838 29.956481872818),1154875,CRESCENT CITY PIZZA WORKS,407 BOURBON ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"407 BOURBON, LLC",3681619.1613,531878.005699
POINT (-90.106717512416 29.974227818509),1155263,MID CITY PIZZA,4400 BANKS ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MID CITY PIZZA LLC,3669191.07873,538196.709513
POINT (-90.132146840965 29.949121668677),1155099,JACQUES-IMO CAFE,8324 OAK ST,,NEW ORLEANS,LA,70118,504-899-7341,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JACQUES-IMO CAFE LLC,3661235.96384,528981.836608
POINT (-90.065759142771 29.947139664868),1154963,ERNEST CAFE,600 S PETERS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"600 SOUTH PETERS STREET, LLC",3682267.25583,528487.586048
POINT (-90.073340426046 29.949692291575),1155120,JUAN'S FLYING  BURRITO,515 BARONNE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LUCKY ROOSTER LLC,3679856.20546,529389.334977
POINT (-90.065266370551 29.957556531094),1154865,COURT OF TWO SISTERS,613 ROYAL ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JOS FEIN CATERER INC,3682381.38677,532277.265795
POINT (-90.05852157296 29.960944197395),1154951,EL GATO NEGRO RESTAURANTE MEXICANO,81 FRENCH MARKET PL,,NEW ORLEANS,LA,70116,504-261-9845,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CONTRERAS RESTAURANT GROUP LLC,3684503.40169,533532.843716
POINT (-90.087544975909 29.923353629287),1155464,REGINELLI'S PIZZERIA,3244 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-835-6613,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NEW GARDEN DIST CAFE INC,3675462.14581,519762.45068
POINT (-90.074509614358 29.932112264237),1155669,THE MUNCH FACTORY,1901 SOPHIE WRIGHT PL,,NEW ORLEANS,LA,70130,504-315-5339,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE MUNCH FACTORY LLC.,3679556.18677,522992.529339
POINT (-90.069767712856 29.952529441348),1155266,MIKE SERIO'S PO BOYS & DELI,133 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-524-0049,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"SERIO, MICHAEL",3680976.20776,530433.485186
POINT (-90.072350191007 29.953189730397),1155579,SUBWAY,201 BARONNE ST,SUITE A1,NEW ORLEANS,LA,70130,504-523-7827,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),KHOWLA ENTERPRISES INC,3680155.78946,530664.581762
POINT (-90.095374067155 29.941671960875),1155238,MCDONALD'S 6969,2856 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,504-254-0510,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),COAXUM ENTERPRISES INC,3672910.26299,526396.789246
POINT (-90.094589004416 29.966012848953),1155403,PIZZA DOMENICA,3200 BANKS ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PIZZA DOMENICA MID-CITY LLC,3673063.20206,535250.738886
POINT (-90.101325097734 29.939994679549),1155771,WENDY'S #218,4200 SOUTH CLAIBORNE AVE,,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"HAZA FOODS OF LOUISIANA, LLC",3671032.13806,525766.554301
POINT (-90.047446402235 29.974999041847),1155337,OKAY BAR,1700 PORT ST,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"GRAPEFRUIT MOON, LLC",3687952.84399,538682.885705
POINT (-89.970874286465 30.01364169204),1155616,SYLVESTER'S GRILL,9809 OLD GENTILLY RD,,NEW ORLEANS,LA,70127,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),SYLVESTER'S GRILL,3712027.72824,553014.867159
POINT (-90.065560799746 29.955389784415),1155128,K-PAUL'S  LOUISIANA KITCHEN,416 CHARTRES ST,,NEW ORLEANS,LA,70130,504-731-3500,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"K-PAUL'S  LOUISIANA KITCHEN, INC.",3682296.87394,531488.325379
POINT (-90.069838844454 29.945618920424),1154771,CARMO,527 JULIA ST,B,NEW ORLEANS,LA,70130,504-875-4132,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CARMO LLC,3680981.39266,527920.318847
POINT (-90.076989294557 29.951922709288),1155539,SMILEY'S GRILL,3716A DOWNMAN RD,,NEW ORLEANS,LA,70126,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),SMILEY'S GRILL LLC,3678691.8167,530187.70942
POINT (-90.124484043189 29.919925985983),1155379,PATOIS,6078 LAUREL ST,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NORBY'S LLC,3663774.59066,518390.705398
POINT (-90.049926728318 29.970848890981),1155420,POKEY'S PLACE,1246 FRANKLIN AVE,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"POKEY'S PLACE, LLC",3687184.49788,537164.93332
POINT (-90.060645478793 29.997755299099),1155481,RITEWAY SOUL FOOD,3044 GENTILLY BLVD,,NEW ORLEANS,LA,70122-3808,504-949-6000,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"KHANMEN, INC",3683682.21826,546911.274705
POINT (-90.064759399398 29.941956775949),1155592,SUBWAY #42681,901 CONVENTION CENTER BLVD,107,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),RPGC ENTERPRISES LLC,3682604.72034,526606.404158
POINT (-90.06744820306 29.943452149128),1155141,LA BOCA RESTAURANT,870 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,504-525-3474,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BOCA LLC,3681747.17775,527140.758399
POINT (-90.065547194647 29.956227745827),1155342,OMNI ROYAL ORLEANS HOTEL,621 ST LOUIS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),OMNI NEW ORLEANS CORP,3682297.81064,531793.086915
POINT (-90.101059806132 29.920599780464),1154777,CASAMENTO'S RESTAURANT,4330 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-895-9761,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CASAMENTO'S RESTAURANT LLC,3671192.00404,518714.760695
POINT (-90.069520814016 29.958564097721),1155107,JEWEL OF THE SOUTH,1026 ST LOUIS ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"JV HOSPITALITY,LLC",3681030.18811,532628.770756
POINT (-90.042881291894 29.962398128483),1154703,BRATZ Y'ALL!,617 PIETY ST,B,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BRATZ Y'ALL BISTRO BAKERY & BIERGARTEN LLC,3689449.72239,534116.980613
POINT (-90.06733242113 29.944809237054),1154960,EMERIL'S,800 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130-3614,504-581-4703,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),L J E PARTNERSHIP,3681778.39247,527634.649919
POINT (-90.06931294818 29.924875380066),1155240,MCDONALDS,1901 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CLB INVESTMENTS, LLC",3681231.14696,520379.060984
POINT (-90.079206766647 29.940849225384),1155717,TOUPS SOUTH,1504 ORETHA CASTLE HALEY BLVD,,NEW ORLEANS,LA,70113,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"TOUPS SOUTH, LLC",3678033.69269,526153.291582
POINT (-90.040950053539 29.930044696607),1155486,ROBINSON DELI,1525 ERIE ST,,NEW ORLEANS,LA,70114,504-570-8479,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"ROBINSON, JOHN",3690193.90774,522359.02041
POINT (-90.088243267745 29.92311254511),1155538,SLIM GOODIES DINER,3322 MAGAZINE ST,,NEW ORLEANS,LA,70117,504-891-3447,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SLIM GOODIES, LLC",3675241.91009,519672.379832
POINT (-90.133599954011 29.943269580827),1155191,LOUISIANA PIZZA KITCHEN,615 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,504-866-5900,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BAYOU PIZZA, INC",3660798.07923,526848.970942
POINT (-90.076989294557 29.951922709288),1155320,NEYOW'S CREOLE CAFE,3332-30 BIENVILLE AVE,,NEW ORLEANS,LA,70119,504-822-4529,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"NEYOW'S CREOLE CAFE, LLC",3678691.8167,530187.70942
POINT (-90.06724717005 29.95673192658),1155398,PIER 424 SEAFOOD MARKET RESTAURANT,424 BOURBON ST,,NEW ORLEANS,LA,70130,504-250-1780,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),426 BOURBON LLC,3681757.48533,531970.473475
POINT (-90.06430221224 29.956536763213),1155028,GOLDEN CHIPS FRENCH QUARTER,537 TOULOUSE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"GOLDEN CHIPS FRENCH QUARTER,LLC",3682690.79176,531909.820803
POINT (-90.06887421813 29.95439521577),1154602,ACME OYSTER HOUSE,724 IBERVILLE ST,,NEW ORLEANS,LA,70130,504-522-5973,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RAWBAR, INC",3681251.65775,531115.070274
POINT (-90.070033208846 29.951946172854),1155552,ST CHARLES NOODLE,201 ST CHARLES AVE,214,NEW ORLEANS,LA,70170,504-473-8049,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),ST CHARLES NOODLE INC,3680894.4733,530220.460225
POINT (-90.076989294557 29.951922709288),1155677,THE ORLEANS GRAPEVINE,720 ORLEANS AVE,,NEW ORLEANS,LA,70116,504-523-1927,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE ORLEANS GRAPEVINE IN,3678691.8167,530187.70942
POINT (-90.121352842584 29.922202850715),1155465,REGINELLI'S PIZZERIA,5961 MAGAZINE ST,,NEW ORLEANS,LA,70115-5839,504-899-1414,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),UPTOWN CAFE LLC,3664757.69831,519229.135159
POINT (-90.092588052832 29.927587345906),1155652,THE DELACHAISE,3442 ST CHARLES AVE,,NEW ORLEANS,LA,70115,504-236-7476,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FOUR BLIND MICE, LLC",3673848.0482,521284.650553
POINT (-90.073711459481 29.950083729187),1154889,DAISY MAE'S,920 POYDRAS ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"DD POYDRAS, LLC",3679737.14485,529530.384129
POINT (-90.068887454719 29.952715166542),1154991,FOGO DE CHAO,614 CANAL ST,STE:100,NEW ORLEANS,LA,70130,972-361-6233,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FOGO DE CHAO CHURRASCARIA (NEW ORLEANS) LLC,3681254.20789,530504.096514
POINT (-90.108510782993 29.935109890114),1154686,BLAZE PIZZA,5001 FRERET ST,STE: A,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"SADDLES BLAZIN,LLC",3668775.38983,523965.865212
POINT (-90.134107916557 29.94516762248),1155149,LA MANSION RESTAURANT,724 DUBLIN ST,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LA MANSION RESTAURANT LLC,3660629.98694,527537.487871
POINT (-90.089033192449 30.012346915787),1154666,BAYOU DISTRICT FOUNDATION,1051 FILMORE AVE,,NEW ORLEANS,LA,70124,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),BAYOU DISTRICT FOUNDATION,3674639.32264,552118.685526
POINT (-90.093460963896 29.986550267986),1155317,NEW ORLEANS MUSEUM OF ART,1 COLLINS DIBOLL CIR,STE:A,NEW ORLEANS,LA,70118,504-658-4101,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NEW ORLEANS MUSEUM OF ART,3673339.55284,542722.803277
POINT (-90.096151786999 29.927383990404),1154851,COLUMNS HOTEL,3811 ST CHARLES AVE,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE COLUMNS HOTEL INC,3672720.05832,521198.497913
POINT (-90.022569683863 29.924957377839),1155446,RALLY'S HAMBURGER #425,3555 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,727-516-2113,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CHECKERS DRIVE IN REST I,3696036.74646,520575.228536
